clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class
117,OXA-418,Bla,OXA,OXA-418,1110,ARO_3002496,-,-,no,no,OXA-228 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-228,Bla,OXA,OXA-228,1111,ARO_3001691,-,-,no,no,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-230,Bla,OXA,OXA-230,1112,ARO_3001693,-,-,no,no,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-103,Bla,OXA,OXA-103,1113,ARO_3001707,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-133,Bla,OXA,OXA-133,1114,ARO_3001702,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-146,Bla,OXA,OXA-146,1115,ARO_3001779,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-165,Bla,OXA,OXA-165,1116,ARO_3001465,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-166,Bla,OXA,OXA-166,1117,ARO_3001466,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-167,Bla,OXA,OXA-167,1118,ARO_3001467,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-168,Bla,OXA,OXA-168,1119,ARO_3001468,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-169,Bla,OXA,OXA-169,1120,ARO_3001469,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-170,Bla,OXA,OXA-170,1121,ARO_3001470,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-171,Bla,OXA,OXA-171,1122,ARO_3001471,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-225,Bla,OXA,OXA-225,1123,ARO_3001493,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-239,Bla,OXA,OXA-239,1124,ARO_3001498,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-27,Bla,OXA,OXA-27,1125,ARO_3001422,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-366,Bla,OXA,OXA-366,1126,ARO_3001553,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-398,Bla,OXA,OXA-398,1127,ARO_3001584,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-422,Bla,OXA,OXA-422,1128,ARO_3003160,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-423,Bla,OXA,OXA-423,1129,ARO_3003161,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-435,Bla,OXA,OXA-435,1130,ARO_3003162,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-440,Bla,OXA,OXA-440,1131,ARO_3003596,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-482,Bla,OXA,OXA-482,1132,ARO_3003639,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-483,Bla,OXA,OXA-483,1133,ARO_3003640,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-49,Bla,OXA,OXA-49,1134,ARO_3001671,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-73,Bla,OXA,OXA-73,1135,ARO_3001785,-,-,no,no,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-139,Bla,OXA,OXA-139,1136,ARO_3001451,-,-,no,no,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-160,Bla,OXA,OXA-160,1137,ARO_3001663,-,-,no,no,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-207,Bla,OXA,OXA-207,1138,ARO_3001485,-,-,no,no,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-25,Bla,OXA,OXA-25,1139,ARO_3001420,-,-,no,no,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-26,Bla,OXA,OXA-26,1140,ARO_3001421,-,-,no,no,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-437,Bla,OXA,OXA-437,1141,ARO_3003593,-,-,no,no,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-72,Bla,OXA,OXA-72,1142,ARO_3001705,-,-,no,no,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-162,Bla,OXA,OXA-162,1143,ARO_3001776,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-181,Bla,OXA,OXA-181,1144,ARO_3001784,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-199.v1,Bla,OXA,OXA-199.v1,1145,ARG_HQ637466,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-199.v2,Bla,OXA,OXA-199.v2,1146,ARO_3001814,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-204,Bla,OXA,OXA-204,1147,ARO_3001788,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-232,Bla,OXA,OXA-232,1148,ARO_3001778,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-244,Bla,OXA,OXA-244,1149,ARO_3001786,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-245,Bla,OXA,OXA-245,1150,ARO_3001787,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-247,Bla,OXA,OXA-247,1151,ARO_3001791,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-252,Bla,OXA,OXA-252,1152,ARO_3001501,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-436,Bla,OXA,OXA-436,1153,ARO_3003128,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-484,Bla,OXA,OXA-484,1154,ARO_3003641,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-535,Bla,OXA,OXA-535,1155,ARO_3004362,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-54,Bla,OXA,OXA-54,1156,ARO_3001812,-,-,no,no,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-100,Bla,OXA,OXA-100,1157,ARO_3001438,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-106,Bla,OXA,OXA-106,1158,ARO_3001637,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-107,Bla,OXA,OXA-107,1159,ARO_3001638,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-108,Bla,OXA,OXA-108,1160,ARO_3001639,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-109,Bla,OXA,OXA-109,1161,ARO_3001640,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-110,Bla,OXA,OXA-110,1162,ARO_3001641,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-111,Bla,OXA,OXA-111,1163,ARO_3001642,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-112,Bla,OXA,OXA-112,1164,ARO_3001643,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-113,Bla,OXA,OXA-113,1165,ARO_3001644,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-115,Bla,OXA,OXA-115,1166,ARO_3001440,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-120,Bla,OXA,OXA-120,1167,ARO_3001672,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-121,Bla,OXA,OXA-121,1168,ARO_3001443,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-122,Bla,OXA,OXA-122,1169,ARO_3001444,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-123,Bla,OXA,OXA-123,1170,ARO_3001445,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-124,Bla,OXA,OXA-124,1171,ARO_3001446,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-125,Bla,OXA,OXA-125,1172,ARO_3001447,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-126,Bla,OXA,OXA-126,1173,ARO_3001448,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-127,Bla,OXA,OXA-127,1174,ARO_3001449,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-128,Bla,OXA,OXA-128,1175,ARO_3001648,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-130,Bla,OXA,OXA-130,1176,ARO_3001651,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-131,Bla,OXA,OXA-131,1177,ARO_3001652,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-132,Bla,OXA,OXA-132,1178,ARO_3001653,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-138,Bla,OXA,OXA-138,1179,ARO_3001655,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-144,Bla,OXA,OXA-144,1180,ARO_3002480,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-148,Bla,OXA,OXA-148,1181,ARO_3001453,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-149,Bla,OXA,OXA-149,1182,ARO_3001454,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-150,Bla,OXA,OXA-150,1183,ARO_3001455,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-172,Bla,OXA,OXA-172,1184,ARO_3001656,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-173,Bla,OXA,OXA-173,1185,ARO_3001657,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-174,Bla,OXA,OXA-174,1186,ARO_3001658,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-175,Bla,OXA,OXA-175,1187,ARO_3001659,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-176,Bla,OXA,OXA-176,1188,ARO_3001660,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-177,Bla,OXA,OXA-177,1189,ARO_3001661,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-178,Bla,OXA,OXA-178,1190,ARO_3001472,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-179,Bla,OXA,OXA-179,1191,ARO_3001473,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-180,Bla,OXA,OXA-180,1192,ARO_3001474,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-194,Bla,OXA,OXA-194,1193,ARO_3001479,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-195,Bla,OXA,OXA-195,1194,ARO_3001480,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-196,Bla,OXA,OXA-196,1195,ARO_3001481,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-197,Bla,OXA,OXA-197,1196,ARO_3001482,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-200,Bla,OXA,OXA-200,1197,ARO_3001665,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-201,Bla,OXA,OXA-201,1198,ARO_3001666,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-202,Bla,OXA,OXA-202,1199,ARO_3001667,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-203,Bla,OXA,OXA-203,1200,ARO_3001664,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-206,Bla,OXA,OXA-206,1201,ARO_3001484,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-208,Bla,OXA,OXA-208,1202,ARO_3001486,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-216,Bla,OXA,OXA-216,1203,ARO_3001488,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-217,Bla,OXA,OXA-217,1204,ARO_3001489,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-219,Bla,OXA,OXA-219,1205,ARO_3001668,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-223,Bla,OXA,OXA-223,1206,ARO_3001669,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-234,Bla,OXA,OXA-234,1207,ARO_3001496,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-241,Bla,OXA,OXA-241,1208,ARO_3001679,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-242,Bla,OXA,OXA-242,1209,ARO_3001680,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-248,Bla,OXA,OXA-248,1210,ARO_3001673,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-249,Bla,OXA,OXA-249,1211,ARO_3001674,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-250,Bla,OXA,OXA-250,1212,ARO_3001675,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-254,Bla,OXA,OXA-254,1213,ARO_3001682,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-259,Bla,OXA,OXA-259,1214,ARO_3001715,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-260,Bla,OXA,OXA-260,1215,ARO_3001716,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-261,Bla,OXA,OXA-261,1216,ARO_3001717,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-262,Bla,OXA,OXA-262,1217,ARO_3001718,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-263,Bla,OXA,OXA-263,1218,ARO_3001719,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-312,Bla,OXA,OXA-312,1219,ARO_3001683,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-313,Bla,OXA,OXA-313,1220,ARO_3001684,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-314,Bla,OXA,OXA-314,1221,ARO_3001685,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-315,Bla,OXA,OXA-315,1222,ARO_3001686,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-316,Bla,OXA,OXA-316,1223,ARO_3001687,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-317,Bla,OXA,OXA-317,1224,ARO_3001688,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-336,Bla,OXA,OXA-336,1225,ARO_3001524,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-337,Bla,OXA,OXA-337,1226,ARO_3001525,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-338,Bla,OXA,OXA-338,1227,ARO_3001526,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-339,Bla,OXA,OXA-339,1228,ARO_3001527,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-340,Bla,OXA,OXA-340,1229,ARO_3001528,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-341,Bla,OXA,OXA-341,1230,ARO_3001529,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-342,Bla,OXA,OXA-342,1231,ARO_3001530,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-343,Bla,OXA,OXA-343,1232,ARO_3001531,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-344,Bla,OXA,OXA-344,1233,ARO_3001532,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-345,Bla,OXA,OXA-345,1234,ARO_3001533,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-346,Bla,OXA,OXA-346,1235,ARO_3001534,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-365,Bla,OXA,OXA-365,1236,ARO_3001552,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-371,Bla,OXA,OXA-371,1237,ARO_3001557,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-374,Bla,OXA,OXA-374,1238,ARO_3001560,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-375,Bla,OXA,OXA-375,1239,ARO_3001561,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-376,Bla,OXA,OXA-376,1240,ARO_3001562,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-377,Bla,OXA,OXA-377,1241,ARO_3001563,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-378,Bla,OXA,OXA-378,1242,ARO_3001564,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-379,Bla,OXA,OXA-379,1243,ARO_3001565,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-380,Bla,OXA,OXA-380,1244,ARO_3001566,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-381,Bla,OXA,OXA-381,1245,ARO_3001567,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-382,Bla,OXA,OXA-382,1246,ARO_3001568,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-383,Bla,OXA,OXA-383,1247,ARO_3001569,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-384,Bla,OXA,OXA-384,1248,ARO_3001570,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-385,Bla,OXA,OXA-385,1249,ARO_3001571,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-386,Bla,OXA,OXA-386,1250,ARO_3001572,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-387,Bla,OXA,OXA-387,1251,ARO_3001573,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-388,Bla,OXA,OXA-388,1252,ARO_3001574,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-389,Bla,OXA,OXA-389,1253,ARO_3001575,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-390,Bla,OXA,OXA-390,1254,ARO_3001576,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-391,Bla,OXA,OXA-391,1255,ARO_3001577,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-400,Bla,OXA,OXA-400,1256,ARO_3001586,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-401,Bla,OXA,OXA-401,1257,ARO_3001587,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-402,Bla,OXA,OXA-402,1258,ARO_3001588,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-403,Bla,OXA,OXA-403,1259,ARO_3001589,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-404,Bla,OXA,OXA-404,1260,ARO_3001595,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-406,Bla,OXA,OXA-406,1261,ARO_3001597,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-407,Bla,OXA,OXA-407,1262,ARO_3001598,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-408,Bla,OXA,OXA-408,1263,ARO_3001599,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-409,Bla,OXA,OXA-409,1264,ARO_3001600,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-411,Bla,OXA,OXA-411,1265,ARO_3001602,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-412,Bla,OXA,OXA-412,1266,ARO_3001603,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-413,Bla,OXA,OXA-413,1267,ARO_3001604,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-414,Bla,OXA,OXA-414,1268,ARO_3001605,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-424,Bla,OXA,OXA-424,1269,ARO_3003147,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-425,Bla,OXA,OXA-425,1270,ARO_3003148,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-426,Bla,OXA,OXA-426,1271,ARO_3003149,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-429,Bla,OXA,OXA-429,1272,ARO_3003120,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-430,Bla,OXA,OXA-430,1273,ARO_3003121,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-431,Bla,OXA,OXA-431,1274,ARO_3003124,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-432,Bla,OXA,OXA-432,1275,ARO_3003125,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-433,Bla,OXA,OXA-433,1276,ARO_3003126,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-441,Bla,OXA,OXA-441,1277,ARO_3003597,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-442,Bla,OXA,OXA-442,1278,ARO_3003598,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-480,Bla,OXA,OXA-480,1279,ARO_3003637,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-51,Bla,OXA,OXA-51,1280,ARO_3001612,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-64,Bla,OXA,OXA-64,1281,ARO_3001613,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-65,Bla,OXA,OXA-65,1282,ARO_3001614,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-66,Bla,OXA,OXA-66,1283,ARO_3001615,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-67,Bla,OXA,OXA-67,1284,ARO_3001437,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
117,OXA-68,Bla,OXA,OXA-68,1285,ARO_3001616,-,-,no,no,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase,Bla_Carb
