clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters
173,AadE-Pp__778,AGly,AadE-K,AadE-Pp,778,HE577054,1299623-1300477,855,no,no
173,AadK-Pm__779,AGly,AadE-K,AadK-Pm,779,CP002869,4442322-4441435,888,no,no
174,SED-1__777,Bla,SED-1,SED-1,777,AF321608,1-888,888,no,no
175,RAHN-1__775,Bla,RAHN-1,RAHN-1,775,AF338038,4685-5572,888,no,no
175,RAHN-2__776,Bla,RAHN-1,RAHN-2,776,HM114350,377-1264,888,no,no
176,L-1__774,Bla,L-1,L-1,774,AJ272109,1-888,888,no,no
177,FONA-1__768,Bla,FONA-1,FONA-1,768,AJ251239,1054-1941,888,no,no
177,FONA-2__769,Bla,FONA-1,FONA-2,769,AJ251240,1054-1941,888,no,no
177,FONA-3__770,Bla,FONA-1,FONA-3,770,AJ251241,1054-1941,888,no,no
177,FONA-4__771,Bla,FONA-1,FONA-4,771,AJ251242,1054-1941,888,no,no
177,FONA-5__772,Bla,FONA-1,FONA-5,772,AJ251243,1054-1941,888,no,no
177,FONA-6__773,Bla,FONA-1,FONA-6,773,AJ251244,1054-1941,888,no,no
178,CME-1__767,Bla,CME-1,CME-1,767,AJ006275,72-959,888,no,no
179,VgbB__766,MLS,VgbB,VgbB,766,AF015628,399-1286,888,no,no
180,BlaA__789,Bla,BlaA,BlaA,789,CP003048,775069-774185,885,no,no
181,BIC-1__790,Bla,BIC-1,BIC-1,790,GQ260093,1-885,885,no,no
182,SME-1__785,Bla,SME-1,SME-1,785,Z28968,128-1012,885,no,no
182,SME-2__786,Bla,SME-1,SME-2,786,AF275256,1-885,885,no,no
182,SME-3__787,Bla,SME-1,SME-3,787,AY584237,124-1008,885,no,no
183,MphE__788,MLS,MphE,MphE,788,JF769133,8777-9661,885,no,no
184,KPC-1__796,Bla,KPC-1,KPC-1,796,AF297554,131-1012,882,no,no
184,KPC-10__805,Bla,KPC-1,KPC-10,805,GQ140348,1-882,882,no,no
184,KPC-11__806,Bla,KPC-1,KPC-11,806,HM066995,1-882,882,no,no
184,KPC-12__807,Bla,KPC-1,KPC-12,807,HQ342889,1-882,882,no,no
184,KPC-13__808,Bla,KPC-1,KPC-13,808,HQ342890,1-882,882,no,no
184,KPC-14__809,Bla,KPC-1,KPC-14,809,JX524191,396-1271,876,no,no
184,KPC-15__810,Bla,KPC-1,KPC-15,810,KC433553,1-882,882,no,no
184,KPC-2__797,Bla,KPC-1,KPC-2,797,JN048642,1227-2108,882,no,no
184,KPC-3__798,Bla,KPC-1,KPC-3,798,JN255861,139-1020,882,no,no
184,KPC-4__799,Bla,KPC-1,KPC-4,799,FJ473382,364-1245,882,no,no
184,KPC-5__800,Bla,KPC-1,KPC-5,800,EU400222,2160-3041,882,no,no
184,KPC-6__801,Bla,KPC-1,KPC-6,801,EU555534,1-882,882,no,no
184,KPC-7__802,Bla,KPC-1,KPC-7,802,EU729727,1-882,882,no,no
184,KPC-8__803,Bla,KPC-1,KPC-8,803,FJ234412,1-882,882,no,no
184,KPC-9__804,Bla,KPC-1,KPC-9,804,FJ624872,1-854,854,no,no
185,ERP-1__811,Bla,ERP-1,ERP-1,811,AY077733,1-882,882,no,no
186,VanYF-Pp__791,Gly,VanYF-Pp,VanYF-Pp,791,AF155139,3397-4278,882,no,no
187,IMI-1__792,Bla,IMI,IMI-1,792,U50278,1264-2142,879,no,no
187,IMI-2__793,Bla,IMI,IMI-2,793,JN412066,2891-3769,879,no,no
187,IMI-3__794,Bla,IMI,IMI-3,794,GU015024,1-879,879,no,no
187,NMC-A__795,Bla,IMI,NMC-A,795,Z21956,1221-2099,879,no,no
188,GOB-1__812,Bla,GOB-1,GOB-1,812,AF090141,243-1115,873,no,no
188,GOB-10__821,Bla,GOB-1,GOB-10,821,AY647247,1-873,873,no,no
188,GOB-11__822,Bla,GOB-1,GOB-11,822,AY647248,1-879,879,no,no
188,GOB-12__823,Bla,GOB-1,GOB-12,823,AY647249,1-873,873,no,no
188,GOB-13__824,Bla,GOB-1,GOB-13,824,AY647250,1-879,879,no,no
188,GOB-14__825,Bla,GOB-1,GOB-14,825,AY647252,1-879,879,no,no
188,GOB-15__826,Bla,GOB-1,GOB-15,826,AY775547,1-879,879,no,no
188,GOB-18__827,Bla,GOB-1,GOB-18,827,DQ004496,1-873,873,no,no
188,GOB-2__813,Bla,GOB-1,GOB-2,813,AF189296,1-756,756,no,no
188,GOB-3__814,Bla,GOB-1,GOB-3,814,AF189291,1-756,756,no,no
188,GOB-4__815,Bla,GOB-1,GOB-4,815,AF189293,1-756,756,no,no
188,GOB-5__816,Bla,GOB-1,GOB-5,816,AF189290,1-756,756,no,no
188,GOB-6__817,Bla,GOB-1,GOB-6,817,AF189292,1-756,756,no,no
188,GOB-7__818,Bla,GOB-1,GOB-7,818,AF189297,1-756,756,no,no
188,GOB-8__819,Bla,GOB-1,GOB-8,819,AY348327,1-873,873,no,no
188,GOB-9__820,Bla,GOB-1,GOB-9,820,AY647246,1-873,873,no,no
189,BES-1__828,Bla,BES-1,BES-1,828,AF234999,190-1068,879,no,no
190,CTX-M-102__130,Bla,CTX-M-9,CTX-M-102,130,HQ398215,245-1120,876,no,no
190,CTX-M-104__131,Bla,CTX-M-9,CTX-M-104,131,HQ833652,236-1111,876,no,no
190,CTX-M-105__132,Bla,CTX-M-9,CTX-M-105,132,HQ833651,245-1120,876,no,no
190,CTX-M-106__133,Bla,CTX-M-9,CTX-M-106,133,HQ913565,1-870,870,no,no
190,CTX-M-110__134,Bla,CTX-M-9,CTX-M-110,134,JF274242,1-877,877,no,no
190,CTX-M-111__135,Bla,CTX-M-9,CTX-M-111,135,JF274243,1-876,876,no,no
190,CTX-M-112__136,Bla,CTX-M-9,CTX-M-112,136,JF274246,1-876,876,no,no
190,CTX-M-113__137,Bla,CTX-M-9,CTX-M-113,137,JF274247,1-876,876,no,no
190,CTX-M-121__138,Bla,CTX-M-9,CTX-M-121,138,JN790862,245-1120,876,no,no
190,CTX-M-122__139,Bla,CTX-M-9,CTX-M-122,139,JN790863,233-1108,876,no,no
190,CTX-M-125__140,Bla,CTX-M-9,CTX-M-125,140,JQ724542,175-1050,876,no,no
190,CTX-M-126__141,Bla,CTX-M-9,CTX-M-126,141,AB703103,1-876,876,no,no
190,CTX-M-129__142,Bla,CTX-M-9,CTX-M-129,142,JX017364,239-1114,876,no,no
190,CTX-M-130__143,Bla,CTX-M-9,CTX-M-130,143,JX017365,245-1120,876,no,no
190,CTX-M-134__144,Bla,CTX-M-9,CTX-M-134,144,JX896165,1-876,876,no,no
190,CTX-M-14__102,Bla,CTX-M-9,CTX-M-14,102,AF252622,1741-2616,876,no,no
190,CTX-M-16__103,Bla,CTX-M-9,CTX-M-16,103,AY029068,1-876,876,no,no
190,CTX-M-17__104,Bla,CTX-M-9,CTX-M-17,104,AY033516,2836-3711,876,no,no
190,CTX-M-19__106,Bla,CTX-M-9,CTX-M-19,106,AF325134,1-876,876,no,no
190,CTX-M-21__107,Bla,CTX-M-9,CTX-M-21,107,AJ416346,557-1432,876,no,no
190,CTX-M-24__108,Bla,CTX-M-9,CTX-M-24,108,AY143430,1-876,876,no,no
190,CTX-M-27__109,Bla,CTX-M-9,CTX-M-27,109,AY156923,1-876,876,no,no
190,CTX-M-45__110,Bla,CTX-M-9,CTX-M-45,110,D89862,112-981,870,no,no
190,CTX-M-46__111,Bla,CTX-M-9,CTX-M-46,111,AY847147,82-957,876,no,no
190,CTX-M-47__112,Bla,CTX-M-9,CTX-M-47,112,AY847143,83-958,876,no,no
190,CTX-M-48__113,Bla,CTX-M-9,CTX-M-48,113,AY847144,82-957,876,no,no
190,CTX-M-49__114,Bla,CTX-M-9,CTX-M-49,114,AY847145,82-957,876,no,no
190,CTX-M-50__115,Bla,CTX-M-9,CTX-M-50,115,AY847146,83-958,876,no,no
190,CTX-M-51__116,Bla,CTX-M-9,CTX-M-51,116,DQ211987,1-876,876,no,no
190,CTX-M-65__117,Bla,CTX-M-9,CTX-M-65,117,EF418608,10-885,876,no,no
190,CTX-M-67__118,Bla,CTX-M-9,CTX-M-67,118,EF581888,1-876,876,no,no
190,CTX-M-81__119,Bla,CTX-M-9,CTX-M-81,119,EU136031,1-876,876,no,no
190,CTX-M-82__120,Bla,CTX-M-9,CTX-M-82,120,EU545409,81-956,876,no,no
190,CTX-M-83__121,Bla,CTX-M-9,CTX-M-83,121,FJ214366,1-876,876,no,no
190,CTX-M-84__122,Bla,CTX-M-9,CTX-M-84,122,FJ214367,1-876,876,no,no
190,CTX-M-85__123,Bla,CTX-M-9,CTX-M-85,123,FJ214368,1-876,876,no,no
190,CTX-M-86__124,Bla,CTX-M-9,CTX-M-86,124,FJ214369,1-876,876,no,no
190,CTX-M-9__100,Bla,CTX-M-9,CTX-M-9,100,AM040708,5582-6457,876,no,no
190,CTX-M-90__126,Bla,CTX-M-9,CTX-M-90,126,FJ907381,1-876,876,no,no
190,CTX-M-93__127,Bla,CTX-M-9,CTX-M-93,127,HQ166709,1-876,876,no,no
190,CTX-M-98__128,Bla,CTX-M-9,CTX-M-98,128,HQ637575,1-876,876,no,no
190,CTX-M-99__129,Bla,CTX-M-9,CTX-M-99,129,HM803271,1-876,876,no,no
191,SFO-1__99,Bla,SFO-1,SFO-1,99,FJ848785,5594-4719,876,no,no
192,OXY1-1__194,Bla,OXY,OXY1-1,194,Z30177,349-1224,876,no,no
192,OXY1-2__195,Bla,OXY,OXY1-2,195,AJ871865,1-876,876,no,no
192,OXY1-3__196,Bla,OXY,OXY1-3,196,AY077482,162-1037,876,no,no
192,OXY1-4__197,Bla,OXY,OXY1-4,197,AY077483,183-1055,873,no,no
192,OXY1-5__198,Bla,OXY,OXY1-5,198,AY077486,181-1056,876,no,no
192,OXY1a__199,Bla,OXY,OXY1a,199,Y17715,147-1022,876,no,no
192,OXY2-1__200,Bla,OXY,OXY2-1,200,AJ871866,1-873,873,no,no
192,OXY2-10__209,Bla,OXY,OXY2-10,209,FJ785626,132-1004,873,no,no
192,OXY2-2__201,Bla,OXY,OXY2-2,201,AJ871867,1-873,873,no,no
192,OXY2-3__202,Bla,OXY,OXY2-3,202,AY077488,162-1031,870,no,no
192,OXY2-4__203,Bla,OXY,OXY2-4,203,Y17714,147-1016,870,no,no
192,OXY2-5__204,Bla,OXY,OXY2-5,204,AY077487,180-1049,870,no,no
192,OXY2-6__205,Bla,OXY,OXY2-6,205,AY077485,184-1056,873,no,no
192,OXY2-7__206,Bla,OXY,OXY2-7,206,Z49084,312-1184,873,no,no
192,OXY2-8__207,Bla,OXY,OXY2-8,207,AY055205,182-1054,873,no,no
192,OXY2-9__208,Bla,OXY,OXY2-9,208,FJ785625,132-1001,870,no,no
192,OXY3-1__210,Bla,OXY,OXY3-1,210,AF491278,184-1050,867,no,no
192,OXY4-1__211,Bla,OXY,OXY4-1,211,AY077481,186-1058,873,no,no
192,OXY5-1__212,Bla,OXY,OXY5-1,212,AJ871868,1-873,873,no,no
192,OXY5-2__213,Bla,OXY,OXY5-2,213,AJ871871,1-873,873,no,no
192,OXY6-1__214,Bla,OXY,OXY6-1,214,AJ871873,1-876,876,no,no
192,OXY6-2__215,Bla,OXY,OXY6-2,215,AJ871875,1-873,873,no,no
192,OXY6-3__216,Bla,OXY,OXY6-3,216,AJ871876,1-876,876,no,no
192,OXY6-4__217,Bla,OXY,OXY6-4,217,AJ871877,1-876,876,no,no
193,CTX-M-1__145,Bla,CTX-M-1,CTX-M-1,145,X92506,63-938,876,no,no
193,CTX-M-10__147,Bla,CTX-M-1,CTX-M-10,147,AF255298,1-873,873,no,no
193,CTX-M-101__182,Bla,CTX-M-1,CTX-M-101,182,HQ398214,250-1125,876,no,no
193,CTX-M-107__183,Bla,CTX-M-1,CTX-M-107,183,JF274244,864-1,864,no,no
193,CTX-M-108__184,Bla,CTX-M-1,CTX-M-108,184,JF274245,1-864,864,no,no
193,CTX-M-109__185,Bla,CTX-M-1,CTX-M-109,185,JF274248,865-1,865,no,no
193,CTX-M-11__148,Bla,CTX-M-1,CTX-M-11,148,AY005110,1-846,846,no,no
193,CTX-M-114__186,Bla,CTX-M-1,CTX-M-114,186,GQ351346,1-876,876,no,no
193,CTX-M-116__187,Bla,CTX-M-1,CTX-M-116,187,JF966749,158-1033,876,no,no
193,CTX-M-117__188,Bla,CTX-M-1,CTX-M-117,188,JN227085,352-1227,876,no,no
193,CTX-M-12__149,Bla,CTX-M-1,CTX-M-12,149,AY293073,1-876,876,no,no
193,CTX-M-123__189,Bla,CTX-M-1,CTX-M-123,189,JN790864,239-1114,876,no,no
193,CTX-M-132__190,Bla,CTX-M-1,CTX-M-132,190,JX313020,1-876,876,no,no
193,CTX-M-133__191,Bla,CTX-M-1,CTX-M-133,191,AB185834,1-876,876,no,no
193,CTX-M-136__192,Bla,CTX-M-1,CTX-M-136,192,KC351754,158-1033,876,no,no
193,CTX-M-139__193,Bla,CTX-M-1,CTX-M-139,193,KC107824,1-876,876,no,no
193,CTX-M-15__150,Bla,CTX-M-1,CTX-M-15,150,JX424423,108985-108110,876,no,no
193,CTX-M-22__151,Bla,CTX-M-1,CTX-M-22,151,AY080894,4-879,876,no,no
193,CTX-M-23__152,Bla,CTX-M-1,CTX-M-23,152,AF488377,63-938,876,no,no
193,CTX-M-28__153,Bla,CTX-M-1,CTX-M-28,153,AJ549244,1-876,876,no,no
193,CTX-M-29__154,Bla,CTX-M-1,CTX-M-29,154,AY267213,1-876,876,no,no
193,CTX-M-3__146,Bla,CTX-M-1,CTX-M-3,146,Y10278,1-876,876,no,no
193,CTX-M-30__155,Bla,CTX-M-1,CTX-M-30,155,AY292654,1-876,876,no,no
193,CTX-M-32__156,Bla,CTX-M-1,CTX-M-32,156,AJ557142,1-876,876,no,no
193,CTX-M-33__157,Bla,CTX-M-1,CTX-M-33,157,AY238472,888-13,876,no,no
193,CTX-M-34__158,Bla,CTX-M-1,CTX-M-34,158,AY515297,1-876,876,no,no
193,CTX-M-36__159,Bla,CTX-M-1,CTX-M-36,159,AB177384,1-876,876,no,no
193,CTX-M-37__160,Bla,CTX-M-1,CTX-M-37,160,AY649755,1641-2516,876,no,no
193,CTX-M-38__161,Bla,CTX-M-1,CTX-M-38,161,AY753197,1-876,876,no,no
193,CTX-M-42__162,Bla,CTX-M-1,CTX-M-42,162,DQ061159,347-1222,876,no,no
193,CTX-M-52__163,Bla,CTX-M-1,CTX-M-52,163,GU125667,1-876,876,no,no
193,CTX-M-53__164,Bla,CTX-M-1,CTX-M-53,164,NC_011604,5892-6767,876,no,no
193,CTX-M-54__165,Bla,CTX-M-1,CTX-M-54,165,DQ303459,2175-3050,876,no,no
193,CTX-M-55__166,Bla,CTX-M-1,CTX-M-55,166,HM748991,321-1196,876,no,no
193,CTX-M-58__168,Bla,CTX-M-1,CTX-M-58,168,HQ734707,1-876,876,no,no
193,CTX-M-60__169,Bla,CTX-M-1,CTX-M-60,169,AM411407,1-876,876,no,no
193,CTX-M-61__170,Bla,CTX-M-1,CTX-M-61,170,GU125683,1-876,876,no,no
193,CTX-M-62__171,Bla,CTX-M-1,CTX-M-62,171,GU125669,1-876,876,no,no
193,CTX-M-64__172,Bla,CTX-M-1,CTX-M-64,172,GQ300937,239-1114,876,no,no
193,CTX-M-66__173,Bla,CTX-M-1,CTX-M-66,173,EF576988,240-1115,876,no,no
193,CTX-M-68__174,Bla,CTX-M-1,CTX-M-68,174,EU177100,5-880,876,no,no
193,CTX-M-69__175,Bla,CTX-M-1,CTX-M-69,175,EU402393,1-876,876,no,no
193,CTX-M-71__176,Bla,CTX-M-1,CTX-M-71,176,FJ815436,196-1071,876,no,no
193,CTX-M-72__177,Bla,CTX-M-1,CTX-M-72,177,AY847148,9-884,876,no,no
193,CTX-M-79__178,Bla,CTX-M-1,CTX-M-79,178,GU125702,1-876,876,no,no
193,CTX-M-80__179,Bla,CTX-M-1,CTX-M-80,179,EU202673,1-876,876,no,no
193,CTX-M-88__180,Bla,CTX-M-1,CTX-M-88,180,FJ873739,1-875,875,no,no
193,CTX-M-96__181,Bla,CTX-M-1,CTX-M-96,181,AJ704396,1-876,876,no,no
194,CTX-M-100__88,Bla,CTX-M-8,CTX-M-100,88,FR682582,1-876,876,no,no
194,CTX-M-25__78,Bla,CTX-M-8,CTX-M-25,78,AF518567,2321-3196,876,no,no
194,CTX-M-26__79,Bla,CTX-M-8,CTX-M-26,79,AY157676,1-876,876,no,no
194,CTX-M-39__80,Bla,CTX-M-8,CTX-M-39,80,AY954516,1-876,876,no,no
194,CTX-M-40__81,Bla,CTX-M-8,CTX-M-40,81,AY750914,207-1079,873,no,no
194,CTX-M-41__82,Bla,CTX-M-8,CTX-M-41,82,DQ023162,1-876,876,no,no
194,CTX-M-63__83,Bla,CTX-M-8,CTX-M-63,83,AB205197,4-876,873,no,no
194,CTX-M-78__84,Bla,CTX-M-8,CTX-M-78,84,AM982522,1-876,876,no,no
194,CTX-M-8__77,Bla,CTX-M-8,CTX-M-8,77,AF189721,274-1149,876,no,no
194,CTX-M-89__85,Bla,CTX-M-8,CTX-M-89,85,FJ971899,31-906,876,no,no
194,CTX-M-91__86,Bla,CTX-M-8,CTX-M-91,86,GQ870432,31-906,876,no,no
194,CTX-M-94__87,Bla,CTX-M-8,CTX-M-94,87,HM167760,1-876,876,no,no
195,ErmN__76,MLS,ErmN,ErmN,76,X97721,160-1035,876,no,no
196,HERA-1__91,Bla,HERA-1,HERA-1,91,AF311385,1-873,873,no,no
196,HERA-2__92,Bla,HERA-1,HERA-2,92,AF398334,1-873,873,no,no
196,HERA-3__93,Bla,HERA-1,HERA-3,93,AF398335,1-873,873,no,no
196,HERA-4__94,Bla,HERA-1,HERA-4,94,AJ536088,1-873,873,no,no
196,HERA-5__95,Bla,HERA-1,HERA-5,95,AJ536089,1-873,873,no,no
196,HERA-6__96,Bla,HERA-1,HERA-6,96,AJ536090,1-873,873,no,no
196,HERA-8__98,Bla,HERA-1,HERA-8,98,AJ536092,1-873,873,no,no
197,GOB-16__89,Bla,GOB-16,GOB-16,89,GU188443,1-873,873,no,no
197,GOB-17__90,Bla,GOB-16,GOB-17,90,AY899332,1-873,873,no,no
198,OXA-55__75,Bla,OXA-55,OXA-55,75,AY343493,77-946,870,no,no
199,Aac3-VII__74,AGly,Aac3-VII,Aac3-VII,74,M22999,493-1359,867,no,no
200,SCO-1__881,Bla,SCO-1,SCO-1,881,AM939419,2458-1592,867,no,no
201,GES-1__859,Bla,GES,GES-1,859,HM370522,1-864,864,no,no
201,GES-10__868,Bla,GES,GES-10,868,FJ820124,1124-1987,864,no,no
201,GES-11__869,Bla,GES,GES-11,869,JN253503,37-900,864,no,no
201,GES-12__870,Bla,GES,GES-12,870,FN554543,1-864,864,no,no
201,GES-13__871,Bla,GES,GES-13,871,GU169702,609-1472,864,no,no
201,GES-14__872,Bla,GES,GES-14,872,HM451497,5872-6735,864,no,no
201,GES-15__873,Bla,GES,GES-15,873,GU208678,1-864,864,no,no
201,GES-16__874,Bla,GES,GES-16,874,HM173356,512-1375,864,no,no
201,GES-17__875,Bla,GES,GES-17,875,HQ874631,1-864,864,no,no
201,GES-18__876,Bla,GES,GES-18,876,JQ028729,1-864,864,no,no
201,GES-19__877,Bla,GES,GES-19,877,JN596280,1919-2782,864,no,no
201,GES-2__860,Bla,GES,GES-2,860,AF326355,1-864,864,no,no
201,GES-20__878,Bla,GES,GES-20,878,JN596280,2848-3711,864,no,no
201,GES-21__879,Bla,GES,GES-21,879,JQ772478,141-1004,864,no,no
201,GES-22__880,Bla,GES,GES-22,880,JX023441,38-901,864,no,no
201,GES-3__861,Bla,GES,GES-3,861,AY494717,1-864,864,no,no
201,GES-4__862,Bla,GES,GES-4,862,AB116260,1330-2193,864,no,no
201,GES-5__863,Bla,GES,GES-5,863,GQ337064,2847-3710,864,no,no
201,GES-6__864,Bla,GES,GES-6,864,AY494718,1-864,864,no,no
201,GES-9__867,Bla,GES,GES-9,867,AY920928,2690-3553,864,no,no
201,IBC-2__866,Bla,GES,IBC-2,866,AF329699,373-1236,864,no,no
202,ErmD__886,MLS,ErmD,ErmD,886,M29832,430-1293,864,no,no
203,Aac3-IIa__882,AGly,Aac3-IIa,Aac3-IIa,882,X51534,91-951,861,no,no
203,Aac3-IIc__883,AGly,Aac3-IIa,Aac3-IIc,883,X54723,819-1679,861,no,no
203,Aac3-IId__884,AGly,Aac3-IIa,Aac3-IId,884,EU022314,1-861,861,no,no
203,Aac3-IIe__885,AGly,Aac3-IIa,Aac3-IIe,885,EU022315,1-861,861,no,no
204,Aac8__1038,AGly,Aac8,Aac8,1038,M55426,466-1326,861,no,no
205,TEM-1__888,Bla,TEM-1D,TEM-1,888,JQ735917,1-810,810,no,no
205,TEM-10__894,Bla,TEM-1D,TEM-10,894,U09188,198-1005,808,no,no
205,TEM-101__953,Bla,TEM-1D,TEM-101,953,AF495873,1-861,861,no,no
205,TEM-102__954,Bla,TEM-1D,TEM-102,954,AY029354,3-833,831,no,no
205,TEM-104__955,Bla,TEM-1D,TEM-104,955,AF516719,215-1075,861,no,no
205,TEM-105__956,Bla,TEM-1D,TEM-105,956,AF516720,215-1075,861,no,no
205,TEM-106__957,Bla,TEM-1D,TEM-106,957,AY101578,215-1075,861,no,no
205,TEM-107__958,Bla,TEM-1D,TEM-107,958,AY101764,207-1067,861,no,no
205,TEM-108__959,Bla,TEM-1D,TEM-108,959,AF506748,39-899,861,no,no
205,TEM-109__960,Bla,TEM-1D,TEM-109,960,AY628175,211-1071,861,no,no
205,TEM-11__895,Bla,TEM-1D,TEM-11,895,AY874537,178-1038,861,no,no
205,TEM-110__961,Bla,TEM-1D,TEM-110,961,AY130283,1-785,785,no,no
205,TEM-111__962,Bla,TEM-1D,TEM-111,962,AF468003,1-861,861,no,no
205,TEM-112__963,Bla,TEM-1D,TEM-112,963,AY589493,167-1027,861,no,no
205,TEM-113__964,Bla,TEM-1D,TEM-113,964,AY589494,194-1054,861,no,no
205,TEM-114__965,Bla,TEM-1D,TEM-114,965,AY589495,182-1042,861,no,no
205,TEM-115__966,Bla,TEM-1D,TEM-115,966,AF535127,209-1069,861,no,no
205,TEM-116__967,Bla,TEM-1D,TEM-116,967,AY425988,6-866,861,no,no
205,TEM-117__968,Bla,TEM-1D,TEM-117,968,AY130282,1-764,764,no,no
205,TEM-118__969,Bla,TEM-1D,TEM-118,969,AY130285,1-785,785,no,no
205,TEM-12__896,Bla,TEM-1D,TEM-12,896,M88143,368-1228,861,no,no
205,TEM-120__970,Bla,TEM-1D,TEM-120,970,AY243512,209-1069,861,no,no
205,TEM-121__971,Bla,TEM-1D,TEM-121,971,AY307374,1-861,861,no,no
205,TEM-122__972,Bla,TEM-1D,TEM-122,972,AY307100,1-861,861,no,no
205,TEM-123__973,Bla,TEM-1D,TEM-123,973,AY327539,1-858,858,no,no
205,TEM-124__974,Bla,TEM-1D,TEM-124,974,AY327540,1-858,858,no,no
205,TEM-125__975,Bla,TEM-1D,TEM-125,975,AY628176,76-936,861,no,no
205,TEM-126__976,Bla,TEM-1D,TEM-126,976,AY628199,204-1064,861,no,no
205,TEM-127__977,Bla,TEM-1D,TEM-127,977,AY368236,1-861,861,no,no
205,TEM-128__978,Bla,TEM-1D,TEM-128,978,AY359287,186-1046,861,no,no
205,TEM-129__979,Bla,TEM-1D,TEM-129,979,AY452662,184-1044,861,no,no
205,TEM-130__980,Bla,TEM-1D,TEM-130,980,AJ866988,1-861,861,no,no
205,TEM-131__981,Bla,TEM-1D,TEM-131,981,AY436361,132-992,861,no,no
205,TEM-132__982,Bla,TEM-1D,TEM-132,982,AY491682,1-861,861,no,no
205,TEM-133__983,Bla,TEM-1D,TEM-133,983,AY528425,1-861,861,no,no
205,TEM-134__984,Bla,TEM-1D,TEM-134,984,AY574271,1-861,861,no,no
205,TEM-135__985,Bla,TEM-1D,TEM-135,985,JQ060998,1-861,861,no,no
205,TEM-136__986,Bla,TEM-1D,TEM-136,986,AY826417,1-861,861,no,no
205,TEM-137__987,Bla,TEM-1D,TEM-137,987,AM286274,1-861,861,no,no
205,TEM-138__988,Bla,TEM-1D,TEM-138,988,AY853593,215-1075,861,no,no
205,TEM-139__989,Bla,TEM-1D,TEM-139,989,DQ072853,1-861,861,no,no
205,TEM-141__990,Bla,TEM-1D,TEM-141,990,AY956335,39-899,861,no,no
205,TEM-142__991,Bla,TEM-1D,TEM-142,991,DQ388882,1-861,861,no,no
205,TEM-143__992,Bla,TEM-1D,TEM-143,992,DQ075245,218-1078,861,no,no
205,TEM-144__993,Bla,TEM-1D,TEM-144,993,DQ256080,215-1075,861,no,no
205,TEM-145__994,Bla,TEM-1D,TEM-145,994,DQ105528,1-861,861,no,no
205,TEM-146__995,Bla,TEM-1D,TEM-146,995,DQ105529,1-861,861,no,no
205,TEM-147__996,Bla,TEM-1D,TEM-147,996,DQ279850,1-861,861,no,no
205,TEM-148__997,Bla,TEM-1D,TEM-148,997,AM087454,209-1069,861,no,no
205,TEM-149__998,Bla,TEM-1D,TEM-149,998,DQ369751,1-861,861,no,no
205,TEM-15__897,Bla,TEM-1D,TEM-15,897,AM849805,263-1123,861,no,no
205,TEM-150__999,Bla,TEM-1D,TEM-150,999,AM183304,209-1069,861,no,no
205,TEM-151__1000,Bla,TEM-1D,TEM-151,1000,DQ834729,206-1066,861,no,no
205,TEM-152__1001,Bla,TEM-1D,TEM-152,1001,DQ834728,206-1066,861,no,no
205,TEM-153__1002,Bla,TEM-1D,TEM-153,1002,KC149518,1-861,861,no,no
205,TEM-154__1003,Bla,TEM-1D,TEM-154,1003,FJ807656,1-861,861,no,no
205,TEM-155__1004,Bla,TEM-1D,TEM-155,1004,DQ679961,115-975,861,no,no
205,TEM-156__1005,Bla,TEM-1D,TEM-156,1005,AM941159,209-1069,861,no,no
205,TEM-157__1006,Bla,TEM-1D,TEM-157,1006,DQ909059,1-861,861,no,no
205,TEM-158__1007,Bla,TEM-1D,TEM-158,1007,EF534736,214-1074,861,no,no
205,TEM-159__1008,Bla,TEM-1D,TEM-159,1008,EF136376,1-861,861,no,no
205,TEM-16__898,Bla,TEM-1D,TEM-16,898,X65254,176-1036,861,no,no
205,TEM-160__1009,Bla,TEM-1D,TEM-160,1009,EF136377,1-861,861,no,no
205,TEM-162__1010,Bla,TEM-1D,TEM-162,1010,EF468463,67-927,861,no,no
205,TEM-163__1011,Bla,TEM-1D,TEM-163,1011,EU815939,1-861,861,no,no
205,TEM-164__1012,Bla,TEM-1D,TEM-164,1012,EU274580,215-1075,861,no,no
205,TEM-166__1013,Bla,TEM-1D,TEM-166,1013,FJ197316,1-861,861,no,no
205,TEM-167__1014,Bla,TEM-1D,TEM-167,1014,FJ360884,214-1074,861,no,no
205,TEM-168__1015,Bla,TEM-1D,TEM-168,1015,FJ919776,209-1069,861,no,no
205,TEM-169__1016,Bla,TEM-1D,TEM-169,1016,FJ873740,1-858,858,no,no
205,TEM-17__899,Bla,TEM-1D,TEM-17,899,Y14574,1-861,861,no,no
205,TEM-171__1017,Bla,TEM-1D,TEM-171,1017,GQ149347,5270-6130,861,no,no
205,TEM-176__1018,Bla,TEM-1D,TEM-176,1018,GU550123,145-1005,861,no,no
205,TEM-177__1019,Bla,TEM-1D,TEM-177,1019,FN652295,1-861,861,no,no
205,TEM-178__1020,Bla,TEM-1D,TEM-178,1020,X97254,154-1011,858,no,no
205,TEM-182__1021,Bla,TEM-1D,TEM-182,1021,HQ317449,1-861,861,no,no
205,TEM-183__1022,Bla,TEM-1D,TEM-183,1022,HQ529916,111-971,861,no,no
205,TEM-185__1023,Bla,TEM-1D,TEM-185,1023,JF795538,1-861,861,no,no
