unique_ID,ResFinderDBname,gene,allele,accession,cluster90%,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,final_gene
634,blaCTX-M-49_1_AY847145,blaCTX-M,1,AY847145,232,no,yes,blaCTX-M
630,blaCTX-M-50_1_AY847146,blaCTX-M,1,AY847146,232,no,yes,blaCTX-M
669,blaCTX-M-51_1_DQ211987,blaCTX-M,1,DQ211987,232,no,yes,blaCTX-M
663,blaCTX-M-65_11_FJ907380,blaCTX-M,11,FJ907380,232,no,yes,blaCTX-M
650,blaCTX-M-65_2_GQ456158,blaCTX-M,2,GQ456158,232,no,yes,blaCTX-M
656,blaCTX-M-65_3_GQ896553,blaCTX-M,3,GQ896553,232,no,yes,blaCTX-M
670,blaCTX-M-67_1_EF581888,blaCTX-M,1,EF581888,232,no,yes,blaCTX-M
636,blaCTX-M-81_1_EU136031,blaCTX-M,1,EU136031,232,no,yes,blaCTX-M
664,blaCTX-M-82_2_EU545409,blaCTX-M,2,EU545409,232,no,yes,blaCTX-M
671,blaCTX-M-83_1_FJ214366,blaCTX-M,1,FJ214366,232,no,yes,blaCTX-M
672,blaCTX-M-84_1_FJ214367,blaCTX-M,1,FJ214367,232,no,yes,blaCTX-M
673,blaCTX-M-85_1_FJ214368,blaCTX-M,1,FJ214368,232,no,yes,blaCTX-M
674,blaCTX-M-86_1_FJ214369,blaCTX-M,1,FJ214369,232,no,yes,blaCTX-M
637,blaCTX-M-87_1_EU545409,blaCTX-M,1,EU545409,232,no,yes,blaCTX-M
645,blaCTX-M-9_1_AF174129,blaCTX-M,1,AF174129,232,no,yes,blaCTX-M
668,blaCTX-M-9_7_AJ416345,blaCTX-M,7,AJ416345,232,no,yes,blaCTX-M
642,blaCTX-M-93_1_HQ166709,blaCTX-M,1,HQ166709,232,no,yes,blaCTX-M
675,blaCTX-M-98_1_HM755448,blaCTX-M,1,HM755448,232,no,yes,blaCTX-M
677,blaCTX-M-98_3_HQ398215,blaCTX-M,3,HQ398215,232,no,yes,blaCTX-M
676,blaCTX-M-99_1_HM803271,blaCTX-M,1,HM803271,232,no,yes,blaCTX-M
685,blaCTX-M-2_1_EU622041,blaCTX-M,1,EU622041,233,no,yes,blaCTX-M
690,blaCTX-M-20_1_AJ416344,blaCTX-M,1,AJ416344,233,no,yes,blaCTX-M
693,blaCTX-M-31_1_AJ567481,blaCTX-M,1,AJ567481,233,no,yes,blaCTX-M
692,blaCTX-M-35_1_AB176534,blaCTX-M,1,AB176534,233,no,yes,blaCTX-M
689,blaCTX-M-4_1_Y14156,blaCTX-M,1,Y14156,233,no,yes,blaCTX-M
687,blaCTX-M-43_1_DQ102702,blaCTX-M,1,DQ102702,233,no,yes,blaCTX-M
681,blaCTX-M-44_1_D37830,blaCTX-M,1,D37830,233,no,yes,blaCTX-M
686,blaCTX-M-5_6_AF286192,blaCTX-M,6,AF286192,233,no,yes,blaCTX-M
691,blaCTX-M-5_8_AJ005045,blaCTX-M,8,AJ005045,233,no,yes,blaCTX-M
688,blaCTX-M-56_1_EF374097,blaCTX-M,1,EF374097,233,no,yes,blaCTX-M
684,blaCTX-M-59_1_EU622856,blaCTX-M,1,EU622856,233,no,yes,blaCTX-M
680,blaCTX-M-6_1_AJ005044,blaCTX-M,1,AJ005044,233,no,yes,blaCTX-M
682,blaCTX-M-76_1_AM982520,blaCTX-M,1,AM982520,233,no,yes,blaCTX-M
694,blaCTX-M-92_1_GU127598,blaCTX-M,1,GU127598,233,no,yes,blaCTX-M
683,blaCTX-M-95_1_FN813245,blaCTX-M,1,FN813245,233,no,yes,blaCTX-M
695,blaCTX-M-97_1_HM776707,blaCTX-M,1,HM776707,233,no,yes,blaCTX-M
597,blaCTX-M-1_4_AJ416342,blaCTX-M,4,AJ416342,234,no,yes,blaCTX-M
599,blaCTX-M-1_6_DQ915955,blaCTX-M,6,DQ915955,234,no,yes,blaCTX-M
585,blaCTX-M-10_1_AY598759,blaCTX-M,1,AY598759,234,no,yes,blaCTX-M
608,blaCTX-M-101_1_HQ398214,blaCTX-M,1,HQ398214,234,no,yes,blaCTX-M
564,blaCTX-M-107_1_JF274244,blaCTX-M,1,JF274244,234,no,yes,blaCTX-M
565,blaCTX-M-108_1_JF274245,blaCTX-M,1,JF274245,234,no,yes,blaCTX-M
566,blaCTX-M-109_1_JF274248,blaCTX-M,1,JF274248,234,no,yes,blaCTX-M
602,blaCTX-M-11_1_AJ310929,blaCTX-M,1,AJ310929,234,no,yes,blaCTX-M
568,blaCTX-M-114_1_GQ351346,blaCTX-M,1,GQ351346,234,no,yes,blaCTX-M
567,blaCTX-M-116_1_JF966749,blaCTX-M,1,JF966749,234,no,yes,blaCTX-M
582,blaCTX-M-12_1_DQ821704,blaCTX-M,1,DQ821704,234,no,yes,blaCTX-M
573,blaCTX-M-15_23_DQ302097,blaCTX-M,23,DQ302097,234,no,yes,blaCTX-M
586,blaCTX-M-15_64_FJ815288,blaCTX-M,64,FJ815288,234,no,yes,blaCTX-M
587,blaCTX-M-15_70_FJ815277,blaCTX-M,70,FJ815277,234,no,yes,blaCTX-M
589,blaCTX-M-15_78_AY238472,blaCTX-M,78,AY238472,234,no,yes,blaCTX-M
591,blaCTX-M-15_82_EU082208,blaCTX-M,82,EU082208,234,no,yes,blaCTX-M
576,blaCTX-M-22_1_HM470254,blaCTX-M,1,HM470254,234,no,yes,blaCTX-M
590,blaCTX-M-22_3_EU376964,blaCTX-M,3,EU376964,234,no,yes,blaCTX-M
609,blaCTX-M-23_1_AF488377,blaCTX-M,1,AF488377,234,no,yes,blaCTX-M
571,blaCTX-M-28_1_EU531513,blaCTX-M,1,EU531513,234,no,yes,blaCTX-M
600,blaCTX-M-28_6_AJ549244,blaCTX-M,6,AJ549244,234,no,yes,blaCTX-M
592,blaCTX-M-29_1_AY267213,blaCTX-M,1,AY267213,234,no,yes,blaCTX-M
594,blaCTX-M-3_16_AY847148,blaCTX-M,16,AY847148,234,no,yes,blaCTX-M
572,blaCTX-M-3_2_EF437434,blaCTX-M,2,EF437434,234,no,yes,blaCTX-M
581,blaCTX-M-3_8_EF382672,blaCTX-M,8,EF382672,234,no,yes,blaCTX-M
570,blaCTX-M-30_1_AY292654,blaCTX-M,1,AY292654,234,no,yes,blaCTX-M
596,blaCTX-M-32_2_AM420303,blaCTX-M,2,AM420303,234,no,yes,blaCTX-M
603,blaCTX-M-34_1_AY515297,blaCTX-M,1,AY515297,234,no,yes,blaCTX-M
601,blaCTX-M-36_1_AB177384,blaCTX-M,1,AB177384,234,no,yes,blaCTX-M
575,blaCTX-M-37_2_FN813246,blaCTX-M,2,FN813246,234,no,yes,blaCTX-M
588,blaCTX-M-38_1_AY753197,blaCTX-M,1,AY753197,234,no,yes,blaCTX-M
584,blaCTX-M-42_1_DQ061159,blaCTX-M,1,DQ061159,234,no,yes,blaCTX-M
604,blaCTX-M-52_1_GU125667,blaCTX-M,1,GU125667,234,no,yes,blaCTX-M
574,blaCTX-M-53_1_DQ268764,blaCTX-M,1,DQ268764,234,no,yes,blaCTX-M
583,blaCTX-M-54_1_DQ303459,blaCTX-M,1,DQ303459,234,no,yes,blaCTX-M
578,blaCTX-M-55_2_GQ456159,blaCTX-M,2,GQ456159,234,no,yes,blaCTX-M
560,blaCTX-M-58_1_EF210159,blaCTX-M,1,EF210159,234,no,yes,blaCTX-M
605,blaCTX-M-60_1_AM411407,blaCTX-M,1,AM411407,234,no,yes,blaCTX-M
595,blaCTX-M-61_1_EF219142,blaCTX-M,1,EF219142,234,no,yes,blaCTX-M
577,blaCTX-M-62_1_EF219134,blaCTX-M,1,EF219134,234,no,yes,blaCTX-M
580,blaCTX-M-66_1_EF576988,blaCTX-M,1,EF576988,234,no,yes,blaCTX-M
606,blaCTX-M-68_1_EU177100,blaCTX-M,1,EU177100,234,no,yes,blaCTX-M
598,blaCTX-M-69_1_EU402393,blaCTX-M,1,EU402393,234,no,yes,blaCTX-M
593,blaCTX-M-71_1_FJ815436,blaCTX-M,1,FJ815436,234,no,yes,blaCTX-M
607,blaCTX-M-79_1_GU125666,blaCTX-M,1,GU125666,234,no,yes,blaCTX-M
561,blaCTX-M-80_1_EU202673,blaCTX-M,1,EU202673,234,no,yes,blaCTX-M
569,blaCTX-M-82_1_DQ256091,blaCTX-M,1,DQ256091,234,no,yes,blaCTX-M
562,blaCTX-M-88_1_FJ873739,blaCTX-M,1,FJ873739,234,no,yes,blaCTX-M
579,blaCTX-M-89_1_FJ966096,blaCTX-M,1,FJ966096,234,no,yes,blaCTX-M
563,blaCTX-M-96_1_AJ704396,blaCTX-M,1,AJ704396,234,no,yes,blaCTX-M
610,blaCTX-M-100_1_FR682582,blaCTX-M,1,FR682582,235,no,yes,blaCTX-M
612,blaCTX-M-25_1_AF518567,blaCTX-M,1,AF518567,235,no,yes,blaCTX-M
611,blaCTX-M-26_1_AY455830,blaCTX-M,1,AY455830,235,no,yes,blaCTX-M
618,blaCTX-M-39_1_AY954516,blaCTX-M,1,AY954516,235,no,yes,blaCTX-M
617,blaCTX-M-41_1_DQ023162,blaCTX-M,1,DQ023162,235,no,yes,blaCTX-M
614,blaCTX-M-78_1_AM982522,blaCTX-M,1,AM982522,235,no,yes,blaCTX-M
616,blaCTX-M-89_2_FJ971899,blaCTX-M,2,FJ971899,235,no,yes,blaCTX-M
615,blaCTX-M-91_1_GQ870432,blaCTX-M,1,GQ870432,235,no,yes,blaCTX-M
613,blaCTX-M-94_1_HM167760,blaCTX-M,1,HM167760,235,no,yes,blaCTX-M
621,blaCTX-M-40_1_AY750914,blaCTX-M,1,AY750914,236,no,yes,blaCTX-M
620,blaCTX-M-63_1_EU660216,blaCTX-M,1,EU660216,236,no,yes,blaCTX-M
619,blaCTX-M-8_1_AF189721,blaCTX-M,1,AF189721,236,no,yes,blaCTX-M
622,blaCTX-M-64_1_GQ456156,blaCTX-M,1,GQ456156,237,no,yes,blaCTX-M
429,blaSHV-1_1_AF462396,blaSHV,1,AF462396,238,yes,yes,blaSHV
421,blaSHV-1_1_HM751102,blaSHV,1,HM751102,238,yes,yes,blaSHV
480,blaSHV-1_10_GQ407119,blaSHV,10,GQ407119,238,yes,yes,blaSHV
437,blaSHV-1_14_FJ668804,blaSHV,14,FJ668804,238,yes,yes,blaSHV
438,blaSHV-1_16_FJ668800,blaSHV,16,FJ668800,238,yes,yes,blaSHV
439,blaSHV-1_17_FJ668799,blaSHV,17,FJ668799,238,yes,yes,blaSHV
447,blaSHV-1_18_AY787643,blaSHV,18,AY787643,238,yes,yes,blaSHV
518,blaSHV-1_18_X98100,blaSHV,18,X98100,238,yes,yes,blaSHV
519,blaSHV-1_19_X98098,blaSHV,19,X98098,238,yes,yes,blaSHV
423,blaSHV-1_2_HM751099,blaSHV,2,HM751099,238,yes,yes,blaSHV
460,blaSHV-1_21_EF035567,blaSHV,21,EF035567,238,yes,yes,blaSHV
461,blaSHV-1_22_EF035565,blaSHV,22,EF035565,238,yes,yes,blaSHV
477,blaSHV-1_31_GQ407137,blaSHV,31,GQ407137,238,yes,yes,blaSHV
474,blaSHV-1_4_GU083599,blaSHV,4,GU083599,238,yes,yes,blaSHV
526,blaSHV-1_41_DQ166783,blaSHV,41,DQ166783,238,yes,yes,blaSHV
475,blaSHV-1_5_GU083598,blaSHV,5,GU083598,238,yes,yes,blaSHV
479,blaSHV-1_6_GQ407127,blaSHV,6,GQ407127,238,yes,yes,blaSHV
435,blaSHV-1_8_FJ668818,blaSHV,8,FJ668818,238,yes,yes,blaSHV
547,blaSHV-101_1_EU155018,blaSHV,1,EU155018,238,yes,yes,blaSHV
549,blaSHV-102_1_EU024485,blaSHV,1,EU024485,238,yes,yes,blaSHV
548,blaSHV-102_2_EU030000,blaSHV,2,EU030000,238,yes,yes,blaSHV
550,blaSHV-103_1_EU032604,blaSHV,1,EU032604,238,yes,yes,blaSHV
444,blaSHV-104_1_EU274581,blaSHV,1,EU274581,238,yes,yes,blaSHV
498,blaSHV-105_1_FJ194944,blaSHV,1,FJ194944,238,yes,yes,blaSHV
502,blaSHV-106_1_AM922307,blaSHV,1,AM922307,238,yes,yes,blaSHV
501,blaSHV-107_1_AM922308,blaSHV,1,AM922308,238,yes,yes,blaSHV
500,blaSHV-108_1_AM922309,blaSHV,1,AM922309,238,yes,yes,blaSHV
551,blaSHV-109_1_EU418913,blaSHV,1,EU418913,238,yes,yes,blaSHV
424,blaSHV-11_1_HM751098,blaSHV,1,HM751098,238,yes,yes,blaSHV
462,blaSHV-11_14_EF035563,blaSHV,14,EF035563,238,yes,yes,blaSHV
481,blaSHV-11_15_GQ407117,blaSHV,15,GQ407117,238,yes,yes,blaSHV
483,blaSHV-11_17_GQ407109,blaSHV,17,GQ407109,238,yes,yes,blaSHV
464,blaSHV-11_18_EF035558,blaSHV,18,EF035558,238,yes,yes,blaSHV
484,blaSHV-11_18_GQ387358,blaSHV,18,GQ387358,238,yes,yes,blaSHV
465,blaSHV-11_19_EF035557,blaSHV,19,EF035557,238,yes,yes,blaSHV
486,blaSHV-11_19_GU211012,blaSHV,19,GU211012,238,yes,yes,blaSHV
478,blaSHV-11_22_GQ407130,blaSHV,22,GQ407130,238,yes,yes,blaSHV
497,blaSHV-11_27_FJ483937,blaSHV,27,FJ483937,238,yes,yes,blaSHV
507,blaSHV-11_29_DQ219476,blaSHV,29,DQ219476,238,yes,yes,blaSHV
450,blaSHV-11_3_AY528717,blaSHV,3,AY528717,238,yes,yes,blaSHV
508,blaSHV-11_31_DQ219474,blaSHV,31,DQ219474,238,yes,yes,blaSHV
509,blaSHV-11_32_DQ219473,blaSHV,32,DQ219473,238,yes,yes,blaSHV
472,blaSHV-11_5_GU064392,blaSHV,5,GU064392,238,yes,yes,blaSHV
552,blaSHV-110_1_HQ877615,blaSHV,1,HQ877615,238,yes,yes,blaSHV
430,blaSHV-12_1_AF462395,blaSHV,1,AF462395,238,yes,yes,blaSHV
456,blaSHV-12_6_AY273807,blaSHV,6,AY273807,238,yes,yes,blaSHV
436,blaSHV-12_9_FJ668805,blaSHV,9,FJ668805,238,yes,yes,blaSHV
441,blaSHV-122_1_GQ290211,blaSHV,1,GQ290211,238,yes,yes,blaSHV
420,blaSHV-122_1_HM751103,blaSHV,1,HM751103,238,yes,yes,blaSHV
440,blaSHV-128_1_GU932590,blaSHV,1,GU932590,238,yes,yes,blaSHV
553,blaSHV-129_1_GU827715,blaSHV,1,GU827715,238,yes,yes,blaSHV
554,blaSHV-129_2_HM125687,blaSHV,2,HM125687,238,yes,yes,blaSHV
530,blaSHV-13_1_AF164577,blaSHV,1,AF164577,238,yes,yes,blaSHV
555,blaSHV-132_1_GU981741,blaSHV,1,GU981741,238,yes,yes,blaSHV
453,blaSHV-133_1_AB551737,blaSHV,1,AB551737,238,yes,yes,blaSHV
425,blaSHV-134_1_HM559945,blaSHV,1,HM559945,238,yes,yes,blaSHV
556,blaSHV-135_1_HQ637576,blaSHV,1,HQ637576,238,yes,yes,blaSHV
419,blaSHV-136_1_HQ661362,blaSHV,1,HQ661362,238,yes,yes,blaSHV
418,blaSHV-137_1_HQ661363,blaSHV,1,HQ661363,238,yes,yes,blaSHV
458,blaSHV-14_1_AF226622,blaSHV,1,AF226622,238,yes,yes,blaSHV
414,blaSHV-140_1_JN051143,blaSHV,1,JN051143,238,yes,yes,blaSHV
557,blaSHV-15_1_AJ011428,blaSHV,1,AJ011428,238,yes,yes,blaSHV
558,blaSHV-16_1_AF072684,blaSHV,1,AF072684,238,yes,yes,blaSHV
467,blaSHV-18_1_AF132290,blaSHV,1,AF132290,238,yes,yes,blaSHV
432,blaSHV-2_3_AF462393,blaSHV,3,AF462393,238,yes,yes,blaSHV
434,blaSHV-2_4_AF282921,blaSHV,4,AF282921,238,yes,yes,blaSHV
471,blaSHV-2_7_GU064394,blaSHV,7,GU064394,238,yes,yes,blaSHV
482,blaSHV-2_9_GQ407116,blaSHV,9,GQ407116,238,yes,yes,blaSHV
528,blaSHV-24_1_AB023477,blaSHV,1,AB023477,238,yes,yes,blaSHV
473,blaSHV-25_1_GU064391,blaSHV,1,GU064391,238,yes,yes,blaSHV
496,blaSHV-26_1_AF227204,blaSHV,1,AF227204,238,yes,yes,blaSHV
466,blaSHV-27_1_AF293345,blaSHV,1,AF293345,238,yes,yes,blaSHV
422,blaSHV-28_1_HM751101,blaSHV,1,HM751101,238,yes,yes,blaSHV
459,blaSHV-28_2_AF299299,blaSHV,2,AF299299,238,yes,yes,blaSHV
443,blaSHV-28_2_EU441172,blaSHV,2,EU441172,238,yes,yes,blaSHV
531,blaSHV-29_1_AF301532,blaSHV,1,AF301532,238,yes,yes,blaSHV
490,blaSHV-30_1_AY661885,blaSHV,1,AY661885,238,yes,yes,blaSHV
469,blaSHV-31_1_GU064396,blaSHV,1,GU064396,238,yes,yes,blaSHV
510,blaSHV-31_2_AY277255,blaSHV,2,AY277255,238,yes,yes,blaSHV
529,blaSHV-33_1_AY037779,blaSHV,1,AY037779,238,yes,yes,blaSHV
433,blaSHV-34_1_AY036620,blaSHV,1,AY036620,238,yes,yes,blaSHV
532,blaSHV-35_1_AY070258,blaSHV,1,AY070258,238,yes,yes,blaSHV
428,blaSHV-36_1_AF467947,blaSHV,1,AF467947,238,yes,yes,blaSHV
448,blaSHV-36_1_AY677211,blaSHV,1,AY677211,238,yes,yes,blaSHV
495,blaSHV-37_1_AF467948,blaSHV,1,AF467948,238,yes,yes,blaSHV
442,blaSHV-38_1_EU979559,blaSHV,1,EU979559,238,yes,yes,blaSHV
533,blaSHV-40_2_AF535128,blaSHV,2,AF535128,238,yes,yes,blaSHV
534,blaSHV-41_1_AF535129,blaSHV,1,AF535129,238,yes,yes,blaSHV
463,blaSHV-42_1_EF035559,blaSHV,1,EF035559,238,yes,yes,blaSHV
535,blaSHV-43_1_AY065991,blaSHV,1,AY065991,238,yes,yes,blaSHV
536,blaSHV-44_1_AY259119,blaSHV,1,AY259119,238,yes,yes,blaSHV
537,blaSHV-45_1_HQ877612,blaSHV,1,HQ877612,238,yes,yes,blaSHV
538,blaSHV-46_1_AY210887,blaSHV,1,AY210887,238,yes,yes,blaSHV
457,blaSHV-48_1_AY263404,blaSHV,1,AY263404,238,yes,yes,blaSHV
449,blaSHV-49_1_AY528718,blaSHV,1,AY528718,238,yes,yes,blaSHV
431,blaSHV-5_1_AF462394,blaSHV,1,AF462394,238,yes,yes,blaSHV
468,blaSHV-5_11_AF096930,blaSHV,11,AF096930,238,yes,yes,blaSHV
476,blaSHV-5_12_GQ407139,blaSHV,12,GQ407139,238,yes,yes,blaSHV
489,blaSHV-5_13_AY570962,blaSHV,13,AY570962,238,yes,yes,blaSHV
492,blaSHV-5_17_AY504816,blaSHV,17,AY504816,238,yes,yes,blaSHV
493,blaSHV-5_18_AY502004,blaSHV,18,AY502004,238,yes,yes,blaSHV
426,blaSHV-5_2_AY386369,blaSHV,2,AY386369,238,yes,yes,blaSHV
494,blaSHV-5_22_AY502000,blaSHV,22,AY502000,238,yes,yes,blaSHV
451,blaSHV-5_5_S82452,blaSHV,5,S82452,238,yes,yes,blaSHV
506,blaSHV-5_8_EF653399,blaSHV,8,EF653399,238,yes,yes,blaSHV
539,blaSHV-50_1_AY288915,blaSHV,1,AY288915,238,yes,yes,blaSHV
540,blaSHV-51_1_AY289548,blaSHV,1,AY289548,238,yes,yes,blaSHV
417,blaSHV-52_1_HQ845196,blaSHV,1,HQ845196,238,yes,yes,blaSHV
491,blaSHV-53_1_AY590467,blaSHV,1,AY590467,238,yes,yes,blaSHV
488,blaSHV-55_1_DQ054528,blaSHV,1,DQ054528,238,yes,yes,blaSHV
455,blaSHV-56_1_AY352599,blaSHV,1,AY352599,238,yes,yes,blaSHV
499,blaSHV-56_2_EU586041,blaSHV,2,EU586041,238,yes,yes,blaSHV
427,blaSHV-57_1_AY223863,blaSHV,1,AY223863,238,yes,yes,blaSHV
446,blaSHV-59_1_AY790341,blaSHV,1,AY790341,238,yes,yes,blaSHV
527,blaSHV-6_1_Y11069,blaSHV,1,Y11069,238,yes,yes,blaSHV
503,blaSHV-60_1_AB302939,blaSHV,1,AB302939,238,yes,yes,blaSHV
541,blaSHV-61_1_AJ866284,blaSHV,1,AJ866284,238,yes,yes,blaSHV
470,blaSHV-62_1_GU064395,blaSHV,1,GU064395,238,yes,yes,blaSHV
542,blaSHV-62_2_AJ866285,blaSHV,2,AJ866285,238,yes,yes,blaSHV
505,blaSHV-63_1_EU342351,blaSHV,1,EU342351,238,yes,yes,blaSHV
525,blaSHV-64_1_DQ174304,blaSHV,1,DQ174304,238,yes,yes,blaSHV
524,blaSHV-65_1_DQ174305,blaSHV,1,DQ174305,238,yes,yes,blaSHV
523,blaSHV-66_1_DQ174306,blaSHV,1,DQ174306,238,yes,yes,blaSHV
522,blaSHV-67_1_DQ174307,blaSHV,1,DQ174307,238,yes,yes,blaSHV
521,blaSHV-69_1_DQ174308,blaSHV,1,DQ174308,238,yes,yes,blaSHV
452,blaSHV-7_1_U20270,blaSHV,1,U20270,238,yes,yes,blaSHV
454,blaSHV-70_1_DQ013287,blaSHV,1,DQ013287,238,yes,yes,blaSHV
487,blaSHV-71_1_DQ296194,blaSHV,1,DQ296194,238,yes,yes,blaSHV
512,blaSHV-71_2_EF373974,blaSHV,2,EF373974,238,yes,yes,blaSHV
504,blaSHV-72_1_AM176547,blaSHV,1,AM176547,238,yes,yes,blaSHV
511,blaSHV-77_1_EF373975,blaSHV,1,EF373975,238,yes,yes,blaSHV
445,blaSHV-8_1_ECU92041,blaSHV,1,ECU92041,238,yes,yes,blaSHV
543,blaSHV-84_1_AM087453,blaSHV,1,AM087453,238,yes,yes,blaSHV
544,blaSHV-85_1_DQ322460,blaSHV,1,DQ322460,238,yes,yes,blaSHV
545,blaSHV-86_1_DQ328802,blaSHV,1,DQ328802,238,yes,yes,blaSHV
485,blaSHV-89_1_DQ193536,blaSHV,1,DQ193536,238,yes,yes,blaSHV
546,blaSHV-92_1_DQ836922,blaSHV,1,DQ836922,238,yes,yes,blaSHV
517,blaSHV-93_1_EF373969,blaSHV,1,EF373969,238,yes,yes,blaSHV
516,blaSHV-94_1_EF373970,blaSHV,1,EF373970,238,yes,yes,blaSHV
514,blaSHV-95_1_EF373972,blaSHV,1,EF373972,238,yes,yes,blaSHV
515,blaSHV-96_1_EF373971,blaSHV,1,EF373971,238,yes,yes,blaSHV
513,blaSHV-97_1_EF373973,blaSHV,1,EF373973,238,yes,yes,blaSHV
416,blaSHV-98_1_AM941844,blaSHV,1,AM941844,238,yes,yes,blaSHV
415,blaSHV-99_1_AM941845,blaSHV,1,AM941845,238,yes,yes,blaSHV
520,blaSHV-2a_13_X98102,blaSHV-2a,13,X98102,238,yes,no,blaSHV
559,blaDHA-1_1_Y16410,blaDHA,1,Y16410,239,no,yes,blaDHA
941,blaOXY-1_1_Z30177,blaOXY,1,Z30177,240,no,yes,blaOXY
928,blaOXY-1_2_AJ871864,blaOXY,2,AJ871864,240,no,yes,blaOXY
936,blaOXY-1_3_AY077482,blaOXY,3,AY077482,240,no,yes,blaOXY
937,blaOXY-1_4_AY077483,blaOXY,4,AY077483,240,no,yes,blaOXY
938,blaOXY-1_5_AY077486,blaOXY,5,AY077486,240,no,yes,blaOXY
940,blaOXY-1_6_Y17715,blaOXY,6,Y17715,240,no,yes,blaOXY
939,blaOXY-1_7_M27459,blaOXY,7,M27459,240,no,yes,blaOXY
935,blaOXY-4_1_AY077481,blaOXY,1,AY077481,240,no,yes,blaOXY
929,blaOXY-5_1_AJ871868,blaOXY,1,AJ871868,240,no,yes,blaOXY
930,blaOXY-5_2_AJ871871,blaOXY,2,AJ871871,240,no,yes,blaOXY
931,blaOXY-6_1_AJ871873,blaOXY,1,AJ871873,240,no,yes,blaOXY
932,blaOXY-6_2_AJ871875,blaOXY,2,AJ871875,240,no,yes,blaOXY
933,blaOXY-6_3_AJ871876,blaOXY,3,AJ871876,240,no,yes,blaOXY
934,blaOXY-6_4_AJ871877,blaOXY,4,AJ871877,240,no,yes,blaOXY
927,erm(N)_1_X97721,erm(N),1,X97721,241,no,no,erm(N)
953,blaCTX-M-74_1_GQ149243,blaCTX-M,1,GQ149243,242,no,yes,blaCTX-M
952,blaCTX-M-75_1_GQ149244,blaCTX-M,1,GQ149244,242,no,yes,blaCTX-M
942,blaOXY-2_1_AJ871866,blaOXY,1,AJ871866,243,no,yes,blaOXY
949,blaOXY-2_10_FJ785626,blaOXY,10,FJ785626,243,no,yes,blaOXY
943,blaOXY-2_2_AJ871867,blaOXY,2,AJ871867,243,no,yes,blaOXY
947,blaOXY-2_3_AY077488,blaOXY,3,AY077488,243,no,yes,blaOXY
950,blaOXY-2_4_Y17714,blaOXY,4,Y17714,243,no,yes,blaOXY
946,blaOXY-2_5_AY077487,blaOXY,5,AY077487,243,no,yes,blaOXY
945,blaOXY-2_6_AY077485,blaOXY,6,AY077485,243,no,yes,blaOXY
951,blaOXY-2_7_Z49084,blaOXY,7,Z49084,243,no,yes,blaOXY
944,blaOXY-2_8_AY055205,blaOXY,8,AY055205,243,no,yes,blaOXY
948,blaOXY-2_9_FJ785625,blaOXY,9,FJ785625,243,no,yes,blaOXY
907,blaHERA-1_1_AF311385,blaHERA,1,AF311385,244,no,no,blaHERA
906,blaHERA-2_1_AF398334,blaHERA,1,AF398334,244,no,no,blaHERA
908,blaHERA-3_1_AF398335,blaHERA,1,AF398335,244,no,no,blaHERA
909,blaHERA-4_1_AJ536088,blaHERA,1,AJ536088,244,no,no,blaHERA
910,blaHERA-5_1_AJ536089,blaHERA,1,AJ536089,244,no,no,blaHERA
911,blaHERA-6_1_AJ536090,blaHERA,1,AJ536090,244,no,no,blaHERA
912,blaHERA-7_1_AJ536091,blaHERA,1,AJ536091,244,no,no,blaHERA
913,blaHERA-8_1_AJ536092,blaHERA,1,AJ536092,244,no,no,blaHERA
903,blaGOB-16_1_GU188443,blaGOB,1,GU188443,245,no,yes,blaGOB
904,blaGOB-16_2_AY899331,blaGOB,2,AY899331,245,no,yes,blaGOB
905,blaGOB-17_1_AY899332,blaGOB,1,AY899332,245,no,yes,blaGOB
915,blaGOB-1_1_EF394442,blaGOB,1,EF394442,246,no,yes,blaGOB
921,blaGOB-1_2_AF090141,blaGOB,2,AF090141,246,no,yes,blaGOB
917,blaGOB-10_1_AY647247,blaGOB,1,AY647247,246,no,yes,blaGOB
916,blaGOB-12_1_AY647249,blaGOB,1,AY647249,246,no,yes,blaGOB
926,blaGOB-18_1_DQ004496,blaGOB,1,DQ004496,246,no,yes,blaGOB
923,blaGOB-2_1_AF189296,blaGOB,1,AF189296,246,no,yes,blaGOB
920,blaGOB-3_1_AF189291,blaGOB,1,AF189291,246,no,yes,blaGOB
924,blaGOB-4_1_AF189293,blaGOB,1,AF189293,246,no,yes,blaGOB
922,blaGOB-5_1_AF189290,blaGOB,1,AF189290,246,no,yes,blaGOB
925,blaGOB-6_1_AF189292,blaGOB,1,AF189292,246,no,yes,blaGOB
918,blaGOB-8_1_AY348327,blaGOB,1,AY348327,246,no,yes,blaGOB
919,blaGOB-9_1_AY647246,blaGOB,1,AY647246,246,no,yes,blaGOB
914,blaOXA-55_1_AY343493,blaOXA,1,AY343493,247,no,yes,blaOXA
956,blaL1_3_EF126059,blaL,3,EF126059,248,no,yes,blaL
955,aac(3)-VIIa_1_M22999,aac(3)-VIIa,1,M22999,249,no,no,aac(3)-VIIa
1543,blaCARB-4_1_U14749,blaCARB,1,U14749,250,no,yes,blaCARB
1544,blaCARB-6_1_AF030945,blaCARB,1,AF030945,251,no,yes,blaCARB
1540,blaCARB-7_1_AF409092,blaCARB,1,AF409092,252,no,yes,blaCARB
1541,blaCARB-9_1_AY248038,blaCARB,1,AY248038,252,no,yes,blaCARB
